user_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399
487,90,92,,76,98,14,,,,,,85,,81,79,,,,,,55,84,59,,15,,,,,61,20,,74,,74,,,,,84,,88,52,20,78,,,9,,94,78,,79,,85,88,,89,50,5,,93,66,54,,,89,59,,,,,26,69,,,,,,,,,28,96,,,84,66,69,,4,56,,,,2,,2,,,,,87,,,,64,,3,,75,98,85,98,52,,,,12,,67,16,,77,,,65,11,53,,,97,93,,,21,83,,16,,7,,,72,16,52,,63,,,,86,,,,,19,25,50,,77,8,1,89,17,,,16,2,,,,79,,73,,,,,77,14,,59,6,51,,80,90,6,,67,52,,,56,,,,8,,,,,,,68,,98,67,,51,60,,,19,98,84,81,,,,69,10,,13,74,12,,74,68,,51,,,,16,91,69,88,,,88,,74,91,,2,,,,86,,,,50,19,98,57,78,85,52,97,2,78,,68,,85,,,76,71,7,78,56,,,,,,,53,87,,24,60,,92,94,,51,,,,75,67,,19,,80,,,81,4,19,,,,,12,27,,74,20,97,3,79,,,10,90,,,13,18,51,92,3,29,7,,,59,77,,12,,,73,50,,,76,68,,98,,82,4,,74,,93,76,,3,,27,,82,,24,23,,,74,,,11,,11,,,,,7,,19,,51,,,,75,,66,85,50,,91,,,6,18,,,84,,,
488,59,64,5,63,,17,82,97,18,,22,,15,,79,,3,7,15,82,87,70,,,5,58,,,,51,,,51,,,,22,,,,,61,98,20,78,,97,4,58,70,55,,89,54,,73,17,79,,,,,66,65,59,,61,67,84,23,,62,6,59,25,98,95,63,84,76,,,22,59,63,86,95,73,,22,,,13,,,3,,,,,,13,56,90,,93,74,76,3,,,83,,,88,83,,,8,,,17,85,,89,,86,11,63,,,84,,58,,27,,,8,83,,,,,6,,21,53,95,19,19,,91,57,,2,8,,,96,,19,4,,,,15,,3,,,93,53,,86,,,18,,,9,,,,,,,62,1,78,,98,,28,96,26,,,17,,,,10,74,,64,13,,,11,,,94,,23,52,85,92,69,55,,,10,92,12,,27,1,86,55,,69,,10,10,16,,,,,,94,,98,,,11,,,,,18,15,91,,6,82,,,,,71,,67,79,,,,18,,88,82,16,62,,,72,,,8,77,51,,20,,59,78,,,93,92,82,2,57,,61,,,22,,10,,54,,,91,,,,,28,,,,,29,,,,19,91,,,14,1,,86,11,,,26,,75,58,,,18,,73,,62,82,82,95,,71,,,21,56,81,,,,,,,,96,53,22,,,15,,,55,95,25,80,,3,,,28,,,24,77,,92,,65,,73,61,61,,61,57,,55,,,,12,,,,57
489,55,70,,,85,5,,,,65,,,,95,70,68,,15,,,,,,1,11,59,9,75,82,,16,,,3,75,,22,78,59,80,27,,,,50,,66,13,52,,67,80,70,,,,,72,93,,27,64,67,88,,61,,71,80,5,20,,1,61,,,75,,,,66,,,,65,57,,79,,,13,,,,,,,3,,,,,,91,,73,86,,,97,,,86,97,68,74,97,,26,,67,21,90,52,,,71,21,59,,,99,74,,,,56,,22,,,,,80,,79,10,75,,,23,,70,58,63,,2,10,,,,,7,,21,,,,13,21,,,,,99,,,,,86,6,91,93,,63,28,,,12,81,53,73,,,88,,83,87,7,80,,98,13,,,,7,67,,,,58,,2,,,85,65,,97,,81,,,21,,2,,,,7,75,86,,25,8,97,79,84,,78,,88,,66,,,77,86,64,66,,,85,,19,83,87,,,,96,,74,76,,3,,2,,53,,17,83,,,98,90,,,,,,,14,66,80,95,,98,,,,,,,,,16,52,17,,82,18,2,91,,29,86,,21,59,,16,94,9,,,56,,93,76,,,24,,80,6,,,,81,97,,,,,97,,76,,99,,90,,,,79,1,,76,,66,,,13,,,,70,,,8,,51,,,,,79,,,64,,25,7,,5,,88,97,65,,,,77,74,,,64,,74,,,63,7,,59,,
490,77,,23,79,,,77,59,5,,7,69,,84,,,,13,,,99,,57,27,18,94,,94,71,99,,,,1,72,,,,81,55,23,50,53,,,,,13,,,,,56,54,,51,,94,,11,11,76,,89,,,59,98,97,,,55,26,,24,,87,51,53,87,,61,23,97,,98,97,,65,6,12,83,,,,,63,,73,,29,,96,66,,67,74,94,,98,92,,57,,62,85,,,22,,91,13,,87,85,81,,,95,,25,72,62,,,2,99,,,,,97,,56,15,87,22,65,89,,15,,87,52,96,24,19,,,92,97,23,,82,,,21,,,6,,85,,,,,,17,81,82,5,,52,24,91,18,,56,,,,79,93,,83,27,,,17,,70,73,4,,65,,,77,,,62,71,,27,24,65,,,58,51,,,,81,23,53,26,,,,1,,69,,,,,,79,80,,59,,94,50,,1,86,,59,50,27,3,71,56,,87,,65,,,67,,52,92,,1,,7,,85,52,,,,9,,,,,89,70,84,,15,,89,,,67,51,,4,80,61,,,,,,,27,,8,6,,82,27,,19,2,98,51,24,,25,69,,,17,,,5,1,4,53,82,22,10,,10,,,,99,,14,,,,,,59,,,,24,92,13,,51,96,54,91,,,83,22,82,55,,17,1,,,,51,,,72,13,21,,5,,9,52,,65,84,,,,,50,,,,57,,18,85,14,24,95,13,,,26,75
491,66,61,12,,,11,62,66,,59,10,,28,,69,91,,,,,68,69,57,17,,78,24,56,96,,26,,51,,95,,,63,,,,,51,,56,,,,93,99,,70,,,,,,,,26,14,,81,,83,79,77,,,,10,,23,87,16,,98,71,86,,97,70,,,60,,75,,74,,8,,,,,,,11,,,5,3,,94,,81,,,10,,,,,,,58,,,23,,,24,53,51,61,,69,,90,68,3,69,,64,,12,,87,26,88,8,60,89,,,,,73,65,,,,,,,,,,90,,87,,12,93,,,,,9,24,,,,,,3,,,,,28,71,86,,87,13,77,69,22,68,84,,,1,92,,,73,5,,89,78,29,53,,64,1,,82,16,,62,,11,,98,,,79,94,,55,6,54,,,15,,,54,,63,,11,,,,99,89,83,,,,60,,88,29,93,,,92,,,57,,,59,,62,,90,53,21,97,,93,,,,,99,,,79,62,,79,92,90,,,73,58,,19,95,69,59,72,,,,,99,,82,74,,,88,,,64,,,57,,15,,28,29,,,27,,16,77,,,14,,83,,29,,,56,5,25,2,,,,,,11,,,55,58,67,82,61,65,,,,,17,78,95,,52,,28,12,,1,,86,17,28,,13,75,,55,,,87,10,10,,23,,,98,,,,54,,,99,,77,72,85,70,95,,62,,17,,,,,2,54
492,93,87,19,78,91,,61,81,,62,26,,,,78,,,,19,85,,51,59,5,,,,84,,,12,,86,24,,29,,,90,81,,85,96,2,96,77,98,,79,,,66,83,,,52,12,,,,,,58,59,89,76,,,,,9,,,62,8,,65,,,78,,,,84,,97,53,,89,2,,81,9,26,27,,,,90,10,8,,,,25,,,,9,,,,62,,71,66,51,59,17,,,,83,90,91,,74,6,,90,25,74,,,93,13,76,,,,19,,,81,,99,,59,56,,13,,90,,,,,26,,54,,,24,,14,,,22,1,7,,64,,73,61,11,,,,,6,65,,13,,14,,53,18,,62,,,,,6,76,52,16,91,,,,,,62,3,74,,,,94,,9,,,66,,,,,83,,72,,,,,78,,28,77,98,13,,6,67,,,,85,69,83,89,85,,,60,63,,57,3,5,52,79,,56,,65,53,,93,,69,74,94,22,52,,67,97,91,27,99,56,,,,,,55,,,15,12,96,73,,56,,58,,29,,,,,5,,67,13,1,50,26,,58,72,26,,,,,,2,76,3,91,98,90,,,,,,,53,83,14,,25,20,82,,,,,,,94,,78,69,,78,,64,,92,,69,95,69,96,,7,,98,,,91,22,14,,,70,56,,80,,,,,99,,9,,71,,,,81,96,,,,54,,,,,2,72,5,26,61,,57,57,,74
493,79,,27,74,,,78,,21,,4,66,,,75,61,21,,,95,,57,,,,,,52,,,,9,,8,,,,,,,,79,,29,65,,56,,,,,,,51,61,88,17,,69,25,11,,,90,,,,,,19,13,,4,,25,,92,60,,,,,,,,60,,84,,9,,88,,,3,22,69,29,,23,,17,51,91,,75,,64,1,83,75,70,96,,77,,74,85,10,,50,23,,69,81,62,,,,,,80,,57,,,,,,88,,,,86,,60,,,,9,11,,,70,,,,,65,,85,22,,92,20,51,,7,19,2,18,65,76,96,62,,,,,,29,71,66,3,,12,,,,,,,,,,28,97,,,77,,,,,,,,,,,,,80,,,,74,97,55,92,58,80,,,8,81,,5,,,15,,,,16,,72,,,69,61,93,,,77,73,22,,71,65,,,,74,,,,,,,,,,52,97,64,25,,14,78,,,24,79,,7,81,,,6,73,58,,5,19,,,77,58,,69,,6,,,84,,,,54,,,,,,,,,,,14,,86,,95,,,,,,,98,,,,,,1,5,,21,58,57,68,,,,73,63,61,65,,,68,,68,,,,60,60,53,64,91,,,,,,,13,,4,,68,,,89,23,64,,1,,16,,8,,19,,,,71,76,86,,94,,59,,,12,,,10,,29,64,57,4,
494,,,,54,,,61,,23,,16,70,,53,,,5,,20,67,,,,,,,26,,,,10,14,,,,13,,55,60,57,,,,13,88,64,57,14,51,,,,,88,,97,,,94,,3,61,,91,,76,,,,6,28,,8,55,,81,54,,65,,98,,,86,,78,,50,,,11,58,,,24,10,,28,,,,28,,,,51,77,66,,89,55,,,84,,,65,,5,,83,23,92,,83,,,,88,65,,,62,,77,,,,19,,26,98,,,,56,12,62,,9,,,94,70,68,,14,,,85,,24,29,,27,,10,,,,,71,64,,,17,79,,59,,,,54,1,65,,73,,22,53,84,60,88,6,84,,,,,73,,88,,,,54,16,58,52,12,62,,69,,5,,,,,98,99,,11,,1,76,,5,68,80,,80,,,27,,78,,68,,,,89,78,65,71,,50,97,,,,,52,,,,52,89,68,88,,23,,76,,,97,,81,,,,,,,95,,52,19,94,96,,,11,,,56,,,54,,,,,93,52,21,,79,9,19,,,20,79,89,,50,,,54,65,,58,,78,,99,,,,,,9,53,,16,13,15,,,,85,,,4,,,,,90,,,88,,27,,23,,,,69,97,,2,,,,,,,19,,,,,,,,,,86,,,29,50,,,67,94,75,,98,,,78,81,98,,9,,15,,63,,,92,,
495,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,40,,,31,,,,,19,,,,,,,,,,,,,,66,,,,,,,,,25,,,,,39,25,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,7,,,,,,,,,,,,9,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,14,,,,,,26,,,,,34,,39,,,47,75,,,,,,,,,,,,,,,,,,,,,,,,75,,71,,,,,,,,,,,,,,,,,,91,91,,,,,,,,,,,,18,,,78,,,,,,,,38,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,80,,,,75,,,,,,
496,,,75,95,,,,,,,,,,,,,,,,,,,,,,51,44,,,,,,,,,18,,,,,,13,,,,,19,,,83,,,,,,,,,,56,,61,53,,,,,,,61,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,100,,,,,,,,,78,,,,,,61,,,63,,,,,,,,,,,,,,,,,,,,,,,48,39,,,44,,,50,,,,,,49,,,,,,,,,,84,,,,,,,,,,,47,,,,,,,27,,,18,,,,,,97,,,,,,,48,,,,,,,,,,,19,,,,,,,,17,,,,,,,,,,,,,,,,,50,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,23,,55,,,55,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,84,,,42,,,68,,,,,,,,,,,,,,,24,,,,,,,,,,,72,,,,,,,
497,,,,,,,,,,,,10,44,,,,91,,,2,,,50,,,,,,,,,,,13,,,,,,41,,,,,,,,,74,,,,25,,,,,,,,,,,,,,,,,52,,,,,,,35,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,58,,,,,,,61,,,,,,15,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,20,,,,,,,,,98,,,,,47,,,,,,,,28,,16,,,,,,,,,,,,,,,,,92,73,30,,,11,64,,,,,,,,,,,,21,,,78,,,,,,,,,,,,,,,,,,,,,,,,10,,,43,,,,,,21,,,88,,,,,97,,,,72,11,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,71,,,,,,,,,,,,,,50,,
498,,,,,81,,26,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,67,78,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,23,,,,,,,,,,,57,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,87,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,80,,,,90,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,16,,,,,81,,44,,,,,,,,,,,,,,73,,,,,,20,2,79,20,,46,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,46,,,39,,,,,,,,32,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,,,,,,,,,,,,,,61,14,,,,,,23,,,,89,,,,,,,4,,1,,,,,,,,,,79,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,46,,,,,,,,,,,,15,,,,61,,60,15,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,22,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,83,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,90,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,55,,,,87,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,15,,,,,,,,,36,,,,,,,,,,,,,,,3,,,,,,37,,,,,,,,83,,,,83,,85,,,,,,89,,96,,51,,,98,,,,,97,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,40,,,,,,,71,,,60,
500,,,,,,5,,,,77,,,,83,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,56,,,,84,,,76,,,,,,,,,,,,67,,16,,,,,84,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,67,,,,67,55,,,,,,,,,,,,,,,,31,,,,,,13,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,11,,,,,,,,29,,,,,51,,,,,,,,72,,,72,,,43,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,38,,,,,,,,,,,,,,29,4,,,93,,,,13,,,,,,,,76,,,,,,,,,,,77,,36,,,,,2,,,3,,,,,57,,,,,,20,,,,,,,81,,29,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,15,,49,,,
501,41,,,,,,,,,,,,,,,,67,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,86,,,,,52,,,,,,,,,,,,,79,,,,,,15,,49,,,14,,,,,,,,,69,,,,,,,,53,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,84,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,98,,,,,,,,,,24,,,,,,,,,,,,,,,,,72,,,,,,,,,,58,,,,,17,,,,,,,,,,,,,,,,,,94,87,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,83,,,,,,,,,90,,,,11,,,,,,,
502,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,39,62,,,,,,,,,,79,,,,,,,,,,,,,53,,,,,,74,,100,,,,,,,43,,,,,,,,,,,,,,75,,,,,,73,,,,,,75,,,,,,,,,,,,,,,,,55,,,,,,,,,,54,,,,,,,,,,,,,,94,,,,,,80,,,,,,96,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,14,,,,8,,,,,,,6,,20,,,,,,,,81,,,,,,,,,,,10,,,,,73,,32,,,,,,,,,,,,,,,,,,,36,,,,,,,,,29,4,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,95,,,75,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,90,,,,,12,,,,,46,,3,,,5,,,,,,,,,,,,,,,,,,,,88,,,,,,10,,,,,,,,54,,,,,,71,95,,,,,,,,,,,,
503,,,,,,,,43,,63,,,,,,,,,,25,,,84,,,,,,,,84,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,42,,,,,,,,87,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,54,,,,,,87,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,5,,,4,,,,,,,,,,,,,,,95,,,,,,,,,,,,,82,,51,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,74,,,,,,,,,,8,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,76,,42,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,90,,,,,,,
504,,65,13,,,,84,,,,,,,,,59,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,42,,,88,,,16,,,,,,,,,,,4,,,,,,,,,,,,,24,,,,,,58,,,,,,5,,,,,23,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,56,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,17,,,,,,,19,27,,,,,,,,,,59,,,,,34,84,,,,,,,,,,,,,,,,,,,,71,,,9,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,69,,,,,,,,,,,,,,16,,,,33,,,,,,,,,,80,,,,,,,,,,,,99,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,37,,,,,,,,,,,,,81,,,,,,,19,,,76,84
505,,,,,,,,57,,,,,22,,,,,,,,,,,,4,,,,,,94,,,,98,,,,,,,,,,,,,,,,,,,,,,,23,,,7,,,,,,,,,,46,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,61,,,,,,,,,,,38,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,82,,,,,,,,54,,,,,,,29,,,,,,,,,,58,,,,,,,,95,56,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,92,,,,,,,,,,,,,,99,51,,,,,,,,,,55,,,,20,,,,,,23,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,90,,,,75,62,,,,,,,,,,,,,,,,,,,,,,,
506,,,,77,,,,,,,,,,,47,,,,,,,,10,64,,,,,,,,,51,,,,,,73,,,,,19,,,,15,91,,,,71,,,,,45,,,,,,,,,,,94,,,,,,,,61,,,,,99,,,,,83,,,,,,,,,,,,,,,,,,,86,,,,,97,,,,,5,89,,25,,,,65,,17,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,9,60,,,,,71,,,,,,,,,,,,19,,,,,,,,,,,,,,,,19,,,,,,,,36,,61,12,,,,,,,,,,44,,,,,,,95,,,,,,,,,,,,,,,65,,,,,,64,,,,,,,,,83,,,,,,,,,,,,,,,48,,,14,,,,,,,80,,,,,42,,,,,,,,,,,,,,43,,,37,,,,,,,,77,,,,77,,,,,16,,,,,,21,,,,,,,,,,,,,,,,16,,29,,9,,14,,,,,,4,,,,90,,,,,,,,,,,
507,,53,,,,,,,,,,,,,,,82,,,,,,,,,26,,,,,,,,,,90,,,,,,43,,,,,,,,26,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,67,,,,,,,,,,,,,,,13,,,,,9,,,,,,,49,,,96,,,,95,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,30,,,,,24,,,,,,,,,,,,,,58,,,,,,,80,,,,,,,57,,65,,,73,,7,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,63,,,,,,,,34,,,,,,,,,,100,,,56,,,,94,,,,,30,,,,,,13,,,,,,,,,,
508,,,21,,56,,,,,,,6,66,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,9,,,80,,,,84,41,,65,,,67,,,,,53,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,92,,,53,,,,,,,,,8,,,,,,,,,,,,4,,2,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,96,,,,,,68,,,,,,,,,,,,,,33,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,14,27,,65,,,,12,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,21,29,56,,35,69,,,,,2,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,92,,,,,80,,,,,,,
509,,,,48,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,64,,49,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,23,,,,,,36,,,,,,,32,,,,,,,,,,,,,,4,,56,,,,,,,,,,18,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,27,,52,,,,,,,,,,,,,37,,,,,,,,,,,60,,,,78,92,,,,,,,,,,,,,,,,,61,,,,,73,,48,,,,,,93,,,,,,,74,,,,,,,,,,,,,,,,,,,,42,,,,,,3,,,,,,,,,,,,,,,,59,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,4,,,,,,,,,,,,,15,,,,15,,,,,,,,,,,,,,,,68,,,,70,,,,,,,,,,,,,,,,,,,51,,,,41,,72,,,,,,,,,,,,,,,4,87,,,,,23,,,,,,49,,
510,,,,,,,,,,,,,27,,62,,,,,,,79,,,,,,,,,,,,,,,,100,,,,,,,92,9,,,,,,,,,,29,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,69,99,,,,,,,,,,,,71,,,,,,,,,,,,,,,,7,,,,,,30,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,73,,,,,86,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,84,,,,,,,,45,,,,,10,,,,,70,,,,,,37,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,70,,,,,37,,,,,,,,,,,,,,,,,,50,,,72,9,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,17,,,,,,,,,23,,,,,,,,,62,38,,,,,,,,,61,59,,23,,,,,38,,,,,,,,,,,,,,,74,,,,,,,,,,2,,,,,,,
511,,,,,,,,,,,,,,,,,,,,1,,37,3,,18,,9,,45,,2,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,56,,,,,,,,,,,,12,,,,,,,,91,,,,,,,,,,27,4,,,,,28,,,,,,,,,61,,,23,,88,,,,,91,40,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,71,,,48,,,,,,,,,,,,49,,,42,,,,,,93,,,23,,,17,,,,,,,,,,,,,,,26,,,,,,,38,,,,,,,,15,,,,,,,,,,,68,,,,,,7,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,95,,,,,,,47,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,92,,,,63,,,,,,,,,,,,,,,,
512,,,,,,,,,,,,,93,,,,,74,,,,,,,,,,,,,,,81,,,,,43,,,,,,69,32,,,,,,79,,93,,97,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,88,,,10,,,,,,86,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,15,,,,,,,,,79,,,,,,,,,,,,88,,,,,,,,,,,,,,,88,,,,,,43,,59,15,,,,,,,74,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,18,,,91,,,,,,53,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,67,,,,52,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,80,,92,,15,,51,,,16,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,90,,,
