user_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399
225,,,,46,,,,,,,,,,,38,48,99,,,33,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,44,10,,87,,,99,79,,,86,,,,,73,,,,29,,,,21,99,,,93,,31,,82,,,,74,,,,,,,,,78,10,8,,,,,,,,,,,,,,,24,,74,,,,80,,84,,,,,96,,98,,,,94,,81,,85,,,18,,78,32,,,,,,,,,,,,,,,,,,80,,,,,73,,,,,,,,,,28,,,61,,,,,,,,70,,,25,,73,,,,,85,,,,,87,,,81,,,,,,,,,71,,80,81,,,,,36,,,,,,,,97,,,,,,,,,,,,,37,89,95,,,75,,80,,,88,,,,,,,,,,,96,,,82,,,,,78,,,,,98,,,,,,,,,,,,97,,73,,,,,,,,,27,,74,,35,,,,80,,,99,,16,,98,,,,,87,,,58,,,,,,,,,95,,,,,,,,19,,,49,,,,95,,,31,84,,,,,,,,,,,73,,,,,,,,,,,40,,,27,,,,37,,71,,,,,,,,,,,88,,,,,
226,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,98,,,,,,84,,,33,,,,77,,,,,,57,11,,95,,,93,53,,97,86,,,,,,,,84,,,,36,,77,,,97,79,,,82,,,,87,,,,,27,87,,,83,,,80,,,95,,,,,,,,,,,,,89,,,,,,,,,,,86,,86,,,,92,,95,,,,,,,95,,,,,,,,,91,,,,,,,,,18,,84,,,41,,,,,94,,,53,,,,,,,,78,,,93,,76,,,,,,,,,,,,,,,,82,,,76,,,,,,,,,85,,,74,,,,80,,,,,,,,,,,,,,,,,77,,10,72,,,,99,,,81,,96,,,72,,,,,72,,,50,95,20,83,,,79,,,,,,,,,84,,,,,54,,,,,,,,86,,95,,,,,88,,85,,,,,7,28,24,,,,,96,70,,,65,,79,,,92,,,,,,,,82,86,99,,,,,,,,76,48,,,,,,,,,88,61,83,,,,,,,,,,92,54,,,,99,,72,,,,,93,,,,,,,,91,,,,,,,,,,,,,,,,,,,
227,,,,3,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,87,94,47,,,,,,75,73,,,,96,,94,,,,,,,,,,82,,,,71,,,,,,,,,,,,,93,,,,,,98,,88,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,78,34,10,,,,,80,,,,,,66,37,,77,,,,,,,,,,,,,,,,,,,88,,,,,9,,,,65,30,93,,,,40,93,96,,,,,,81,,,,,,4,,,,,,86,,,,,,,,,98,,,,,,,88,,,,14,97,,,25,,,,,72,73,,,94,,,,,,,84,,,78,45,89,88,,87,56,,,,,,,,,,80,17,,90,,,,,,30,,,,,,,,,,,,,,,,87,,,9,,,,,,,,,,,,,,,,99,,,84,,,,,73,,72,,,88,,,,,,84,,87,,,,,90,,,,,,,,,,,,,94,,,,,,,,,,73,,82,,84,,,84,96,,,,,,92,,,,,,,,,,,,,,,,,,,,,89,,,92,,26,
228,82,,,,,78,,,,,,,60,,19,,,,,,,,,,,,,,,91,,,81,56,,,78,,,59,,,,,51,,90,,,,,,,,,,,,,,,,,,83,,53,,,,,,73,,,,,,,,,70,,,,71,,,,95,,96,,,,94,,,,,,73,88,,93,,74,48,,,,,,,,,,,,,,92,,,,,,,,,94,,,,80,,,,,,25,,,,,,,,,,,,95,,,,,,,,17,,98,86,,43,,,,,,,,,,,,,,,,,87,,,75,,,95,,,,,,74,,80,,,7,,,,,,,,,,,,24,,90,,,,77,,,,,74,,,,,,,,,,,,,,86,,,80,,,93,,,88,70,,,,,,,,,,,,,,,,,70,,78,,,,,,,,,,,,81,,,,,,,,,,,,,79,,,,,,,96,,,,61,74,,58,,,,,,,92,81,,,,94,98,,95,71,93,,20,,,,,,,97,46,,,,,,,,,,,,,,,82,45,,,,66,79,79,,,,,,,,,83,,,,,,,37,,,99,,,,,,96,71,,,,,,,,94,,,,,,,,65,,,,
229,,,,,,,,,,,,57,,,,18,99,,,,,,,,,,,,,,,,,,7,,75,,,,,71,,,,,,,,,,67,31,26,,,75,,,,,,,,,,,,,78,,94,,,,,,,,,,78,,,,82,,,98,,,,,,,91,56,,,,,,51,,96,,,,74,,,,58,,,,,,,,,76,,,,,62,,,,87,,,,,,70,20,,,,,,78,,,,,92,,,62,,,99,,,,,,,24,,79,,,,37,,,,,,,,,,41,,,,,,,,,39,,,,,,,,79,,,,95,96,,62,,91,,,87,,,,,,,,,78,,,43,,39,,,,,,,,23,,,,,70,,97,98,,87,90,,,,,,,81,,,,,91,,,92,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,95,,,,,91,,,,,,,71,,,72,,,,,,,,98,82,,,,,94,,,,,,,,,86,32,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,83,,,,,,74,,,,,,,99,,,,,,,,80,,,,,,,,,,,,
230,,,,,,,,66,,,,,,,81,,24,88,,,,,,,,,,,,,,24,,,,,14,,,,,31,,,,,,33,,,,,,,,,33,36,,70,12,,,,,,,6,,,,5,,,,,,,,,,11,,,,,,,,,,96,,,,5,,,,,,28,,,24,,,2,33,,,,,36,,,,6,,,,26,,75,,35,,,28,,15,25,,,,,2,,,,,45,,15,,,,,,,26,96,34,,,,,,,,,,,,,,,,35,,,,,,,,,90,,,,,,,89,,,,12,,,,,,,,,,9,,,56,,33,,75,11,,,,,,,4,,30,,21,55,,,,2,,,,20,39,,,,62,,,,4,,,17,17,,,39,,,26,,,,8,,,,,37,,,26,,8,,,,37,,,76,,,,,,,,43,,,76,,,,,,,85,,,,,,12,,,,,,14,23,,,,,,,,,,,,12,63,5,21,17,81,43,,15,,,,,,,,,,,,,,,,,,,,,25,91,,,,,,,,,,,,,,,,,,,,,,,27,,,,22,,,,24,,31,,,,,62,,,,,82,,59,95,,,,,,7,,32,,,18,,,
231,,89,,,,,,,,92,,,,,,,,,,,,,,,,,,69,25,,,1,,,,,5,,,,,17,,,,,32,,,,82,,,,22,,,,,45,,,,27,,,,,,10,,,,,,,,,,,,17,,,1,,,,,29,,,,,,31,,,,,,3,,,19,,21,21,19,,,,,,,,,6,,,,,,,,,,,5,,29,22,86,,38,,18,,,,97,5,,,,,,,,,,,4,,,,,,,,,60,,,,,,,60,,,2,,,,,,,,,,,,,,,,,37,,,,,,,75,,,,,,,51,,,,32,,,,,,,,14,21,,,,,,,20,,,,,,,,,,12,20,,20,11,,,,57,,,,,10,,,,,,36,,,33,59,,,,,,,,,,39,,,30,,,,,92,31,,,,8,,,,,,,,,,,,,,32,,57,,,3,,,,,55,,,,,,,3,,9,,,,,,37,,,,4,,,,,,,27,8,26,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,19,,35,32,,,,,21,,,,7,,,,,,33,15,,,,,3,,,24,,,,,,,,,,,,
232,,,,,,11,,,,,,,,,,,27,,,,,,,,,,,,,,,12,,,,71,,,,,,26,,,,,,,,,,,63,,,,,,2,,,,,,,,,91,91,,,27,37,,26,,,,,,,,,,34,,,,,31,,,,,,16,,,21,,,19,,73,5,,17,,38,,,,,38,,,,,,,,,,13,,,,,35,,,11,1,,,,,89,,,,,,23,,,,,,36,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,5,,,,,,,,8,,,,,,,28,,,,23,15,,,,8,,,,,,45,,,,,,73,,,66,12,35,,,32,6,75,,18,,,18,,33,,,,,,12,,25,,,,5,,,,,,,,,,20,,,,,36,,,,,,,,,21,,,24,,31,,,,,,,,42,,,,,,,,,14,,,37,,,,,,15,,38,39,,,,,,,22,,1,,,,69,,,78,,,,,,,,,30,,38,,23,,,20,,,,,,,,75,34,,,34,,,,,,,,,,,,,9,,15,,,8,,,,10,51,,,,,31,34,,20,,,
233,,,,,85,22,,,,,37,,43,,,,,,27,27,,,,,,,,22,,,,21,,,,,36,,,,,14,,,46,,,,,,56,,,,,,,1,100,30,,,78,,37,,,,,36,,10,,,,61,,,,,,,,,,39,,,,34,,,,,,,,,,,,18,,,,,,30,,,,,,,,,,1,,25,,12,,,,,,,,,2,37,,,,,33,,,97,,,,,,24,,,100,,,,10,,,,,,,,,,5,39,,,,,,24,,,,,,,42,,,,,74,,,33,,,,,,,82,,,37,,,,24,,,,,7,,,30,2,,,42,,97,11,,24,17,22,,,78,51,,,,,1,1,,,,,,,,28,4,,19,7,,,,,79,,,,,,,28,28,,,,,7,,,,7,,17,,,,,,,,,,,,,,,28,,,,,,,,,,41,,,,,,,96,,4,,,,,,,,,,,,,49,34,,,,,9,39,,39,7,,1,,,,,,,11,9,,,,,38,,,19,,19,,,,,17,,,17,,31,,,,,,,,,,,,32,,,11,25,,,,,,,,,,,,33,,31,,,,30,,,,,,84,80,,30,,,1,,,
234,,,,,,,,,,,,,,,,,19,,,,,,,,,,,16,,,,,,,,,21,,,,,,,,,36,15,54,,,,,,,34,,,,,,,,,26,24,,,,,,33,2,,,,,,,,,,36,38,,,,,,,,,,,,,,1,,31,,,,,,14,,,,,,,,16,,35,,22,22,,,,9,,,65,,10,,,,15,,8,,28,,13,,,,,,,,,22,,,67,80,40,,,48,,,,,,,,,,,,38,,,27,,,18,,,,,,,,,,,27,,,62,,24,8,,54,,,,,,,10,12,,,,88,,,,,,,,,,,39,,,,,,,,,,46,,,,25,,,,,12,,,18,,,1,26,,,,,,,20,,,,12,3,,,26,,,14,,,,,,,,33,,,38,,,,,,,,,,11,,,,84,,,,,42,,,39,,4,,,3,,,,,,,,,,42,,,,,,27,27,,,,6,,,5,36,,2,,,44,,,,35,,,,19,,32,,,,,,,,,,,,,7,,27,,,,,,41,,,,,,,,94,,26,74,,,,,,,,,,,,,,99,,,,,,36,,,27,,,24,,71,,,,34
235,,,,,70,,,,,,,,,,,89,,,,59,,,,,,,,,,36,,,,,,,22,,,,,7,,,,,,,,,17,,,,,64,,1,,,,,,24,,,,,,23,,18,30,,,,,74,,,,,31,,,16,,,,35,,,81,,95,,,,,,,,,,,94,18,15,3,,,,,,,,,32,,,,17,,,,,,,10,,12,,,,8,,,95,,,,,,29,,2,,6,,,,,22,,,,39,,,,,,,,62,,,,55,,,33,,,,22,,,35,,,,,,,,37,,4,,,26,,,,,,,8,,,16,,14,,,,,6,,87,,18,22,,,,3,,,,,,,,,,23,,,,,,,,,24,,,21,,,,,,25,29,,,38,,,74,,25,,26,,,37,,36,,,,36,,,,51,,,83,,,,,,14,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,9,,,27,,,82,7,,,,,,,,,2,,,2,23,24,,,16,,,,,,54,,,,,,,,,18,,,,,,,,,,,,,95,,,,,21,,,,,,17,48,,,,,,,,,41,,,,,,,,,,,,,,,,,38
236,,,,,,,,9,,,,,,,,,15,,,,,74,,,,,,,,,34,,,,,,8,,64,,,,,,,,,,,,,,,,,,,13,,,,,,,39,,,30,,11,,,32,,,,,,20,,83,28,,,,,,,,39,,,,,,37,,,,,22,13,,,,,,,12,,,33,,,,,,,,,,23,57,,,,,,,,19,,,,31,34,27,,,,,,,,,,99,,,,,,35,,,,,,,,,,37,,,,,,,,,33,,,,,,,,,,,,,,,,10,,,3,,,,,62,,,35,,,,,17,,,,,,,,,,37,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,9,,,45,9,,,,,,,,,26,,,,28,,,,,52,,,,,,,28,,35,,,57,,,,3,,64,,,,22,,,,,,22,,38,,,,,12,33,,19,,10,,,88,,47,,25,,,,,,,25,16,,,,,,,,,,,,,,32,,10,29,,,,,3,,26,,10,,,30,35,,84,,,,,,,,,,,2,,,,31,,,,34,,,,,,,,,,,,
237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,22,,,54,,,,,,,,,,7,,,,91,,,15,8,,,6,,,,29,,,,,13,,,31,,,,,,22,,,,6,,11,,,,,,,,,,,3,,,4,,,8,,,,,9,,30,,,,,25,,54,,10,,,,9,68,,,,,,,,4,,78,,23,,4,,37,,,,,,31,20,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,22,69,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,10,,,,,,15,,,,,,,,,,,,,,,,23,22,,,,,,9,,,,24,,39,72,,6,,,32,,30,,,,,,,,,20,,,,,,,,,,,,,78,,,,,,,,,29,,,,,,,7,,,,,,,,,,,,,58,,39,,,,22,17,,19,,5,37,98,,,,,14,,23,,,8,,,,33,,,,,,,97,,,,,,18,25,,1,,,,,,,36,,,,,,8,,,,,,,47,,89,,,,,3,,8,,,,,29,,,7,,,,10,,38,,,59
238,,,7,,,21,29,,,,,,,,47,44,,,39,,,,90,,,,,,65,,,23,,,,,4,,,,,10,,,,,34,,,,,,,,,,11,,,,,,,,21,,,44,,35,,,,,,,,,,,,19,25,,23,37,,,,,,,,,24,,,,,,,6,,,,80,,,,,,,,21,,,,11,,,,,,,,,,,10,,,,,,24,,,,,,,,,22,,32,,,,,,,33,,,,,,,,,68,,14,,,,,,,,,,,,,,,,,,,,,,,,9,,,62,,,,20,,,,19,30,,,,,,,19,,,,,,,1,89,,17,,,,39,,,,,60,81,17,,,,,,,,1,,,13,,,,30,,,26,1,,,,,37,,,33,,,21,,,,12,,,,8,,,,76,,,2,,,,,55,,,,,,,,,,,,,6,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,6,11,22,,,12,,,,,36,,,,,,,,,,,,7,,17,12,,52,,,,55,9,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,16,3,,,,,
239,,,,,,8,,,,,,,,,,,28,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,33,,,,,,,,,24,,23,,,,,,19,37,,,,,37,,26,,,4,,,,,96,,28,8,,20,,66,,86,12,,,,,,23,,,,,,26,,,26,64,15,,,,,,,,,,,,,,,,21,,,72,,,9,,29,,,,,,30,,,,,,,,,,,,,,,,34,,,,,,,,,,37,35,,,,,,,,,,86,,,,,,,,,,,89,,,,26,67,41,,,,30,,,,34,,,,,,,,,,,7,,,,27,,35,,,,,,,11,,,,,27,81,,,,,53,87,21,,,21,,,,17,,,13,,,,8,,31,,,,,,20,,,,2,45,1,,19,,,6,,,,65,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,36,20,,,,,,,,36,,,,,30,,,57,21,,38,,,,,21,,64,6,,,,,,,,85,,24,,,73,37,7,,,,,,,9,,9,,,,,,,19,,,,,,,,,4,36,24,,,,,,,27,,,82,,,27,,,,,6,
240,,42,,,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,24,,,52,,,,,,,,,,,,23,,,,,22,,,27,,45,29,,,,24,,,23,,,,16,,,23,15,,10,35,,,,,,,,,,17,,,,,,,,,33,,37,,14,,,,,,,,,,,,32,22,,,,,,,25,,,,,,,,,33,,,,,,,,,5,7,,,,,,45,,,55,,,,,,,23,,34,,,,,,2,,2,,,,,9,80,,,,,40,,10,,,,,,25,,,,,,,,,35,,,,,25,,,,,,,8,,,25,,,34,,,,,,,,,,,,,,,,4,,,25,,,,,40,22,,,,,33,,,,35,26,,,13,,4,,31,,,,34,,,13,,,,,,,,,,8,,,,,,,,,,,,38,,,,,94,,,4,,,,,30,,,,,,,,16,15,,,,,,,,17,,13,,,,,,2,14,9,,,35,,35,22,,28,,,,,,,,,,,,35,,,10,,,,,,,13,,31,,,,39,,,,,,,,,,,,,33,,,81,85,,,,,,,,,11,,3,,,,,45
241,,,,,,10,,,,31,,,,,,,,,,,,,,,,,,,,,,27,55,,,,,,,,,,,,,48,,,64,,,,,,,,3,37,,,5,,,14,7,,,36,,14,,15,21,,,,,,,73,,38,8,94,37,36,,,,,,,,,11,,,,,79,76,20,,,23,,,,,,,,,,,,92,35,,,,,,95,,,78,54,,,,19,,,15,,4,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,26,,,,,59,23,,,,,,,,,,,,,,53,,4,27,,,,,,36,,31,14,,,,,,,,38,35,,,,,,52,,,6,37,3,,,,,,,,,,,,,,,,,,18,9,79,13,34,,,27,,,,19,,,27,,34,,,38,,,13,,7,,,,16,,,,,24,,,,,,,,,,,,,,,44,,,,,,,7,,,,,,,,,,,56,,,,,,,,,,,,,,,,30,,,,7,,,,,,,26,,,,,34,,14,,,,,,43,99,,,,,,,,,,,29,,,,,,,8,,,,,,13,,,,,,,,,,,,,37,,,,,,,,29,,,,,,38,,,20,,,
242,,,,,,10,,,85,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,97,,,,,,1,,,,,,,,,,7,3,,,39,,,38,,,,,,,,,,,,,,40,1,,,,26,,29,36,63,,,33,,6,,,,,,,20,,,,,51,,,,,34,,5,,,29,,,,35,,,,38,,,76,,,,,,,,,,,,28,,,,,,59,,,,,,,,,,13,,,,92,,,4,72,,,,,25,,,,,,6,,,,,,,,,,4,,,,,,29,2,,,,,,,,,,16,,,,,,,,,76,,,,,,32,,,31,,,,,,,,,26,,31,,,,,,,,1,37,,,,,,,,,,11,,,4,,24,,,21,100,,,,23,,,,13,,29,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,100,,,2,,,,,,38,,,,,,21,,,,14,30,,,,,,,25,6,,,,99,,4,,6,,,,,,,,36,,,62,45,,,,,,,,,,,,,,,,,,26,,,,,,7,,,,,,,,,,,,37,5,15,10,,,,,,13,,25,,,,,,,,,,
243,,,,,,26,,,,,,,,,,,,,,14,,,,,,,,,,,,32,84,,,82,27,,,,,28,,,,,26,,,,,,,,,,33,,26,,,,,3,30,,,41,,28,,,16,,93,,,,,,,,28,,,38,,,,,,,,,,,67,,5,46,,,,,38,,,,6,,,,,,,,,,,,,,,,,,,,,,24,12,,,31,37,,,,,,,,,,,,94,,,,,,,,51,,,,,,,,,,,,,,,,5,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,17,,,32,,56,29,,,,,,,33,70,,29,23,,,,,,,,,,,,,,,,,,28,,22,,17,,,20,,,,,,7,,,,,,,,14,24,,38,,,,,9,,,,30,,,,,,,,,,7,,92,,,,,,,15,,,,,37,,,,,26,,,,,,,,,,,,11,,25,,,,,10,24,,11,34,30,,,,,,,,,,,,,,19,,,12,,,,,,44,,,,13,,25,,,,,,,,,92,22,,30,,,13,,,,,,90,,,,,,,23,,32,,,,,,,38,,,,,,,28,,,,,
244,,,,,,,,10,,,,,45,,,,19,,,,,,,,56,,,,,,,28,,,,8,,,,,,14,,,,,,,71,,84,,,9,,,,,,,38,,,,,,,,,,,,,23,,,,,37,,,6,3,,25,9,75,,,,,,57,,,9,,,,,,10,,,,,,,,85,,,,4,71,,,6,,,,,,,,,,,24,,7,,,,36,,11,,,,,,7,2,,,,,,,,91,,,,,,,,,,,,,,,,,,,42,,84,,,,,,,,,,13,,,,,,,,,,,,34,,,,,88,,,,17,,,8,53,,,68,,,,,1,33,26,,,,71,24,,,,,30,,,39,,,,,10,18,94,5,,,,1,81,,,28,,,,,39,,,1,,,14,32,,,13,8,,,,,,1,,,,,,1,,,,23,,,,,,23,,,,,,5,,18,,,,,33,,,,,,,,,,,,,,,,,,,3,,,8,,37,,,,,,,12,,21,,,,,12,,,2,,,71,31,34,,,,68,,,,,,,,,,,,,29,,,92,,6,,,,,,,19,,,,,,33,15,13,,,11,,,92,39,,,,,,23,22,,26,,,
245,,,,,80,,,,,,,,,6,,,21,62,,,,,,,,,,,,,,,,,,,19,42,,,,,,,,,14,,,67,,,,,,,35,,,,,,,18,,,,,,26,,11,,,,,,,24,,,25,22,,17,18,,,,37,,,,,,31,,,,97,,14,,,11,,20,,13,,,,21,,,,,16,,,,,,,,,,,,,23,20,,,30,,24,,,,,,,26,30,,,,15,,83,,21,75,,,,,,,,,,39,,,,,,,,2,,,,,,,,,27,,2,,81,,,31,25,,,,,,33,11,,,,,,,,31,,,,,,,,,51,,,,20,30,,,,,39,,,,31,15,6,,,,,,,,,,4,19,,,,,,,37,41,51,,,14,,,26,,,29,,6,,6,49,22,,14,,,16,,18,,,,,,,,,,,,,13,,,,,,,33,,,,,,,,,,,,,18,,,,,,27,64,,,,70,,,23,86,27,6,,,,,,,,,27,14,,18,,,,,,,,,,,,,,,,1,,,37,,,,,,,,,,,,,,2,10,13,,,,,19,,,,,,,,20,,,,,,,,45,,,,,34,,,26,,,
246,,,,,,22,38,,,,34,26,,,82,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,1,22,,,,,,29,32,,,,,30,,,33,,,,,47,,,,35,14,,2,,,,,,,,,,,2,93,,,,,,,,,,,,4,1,,,,8,,,,7,18,,,7,,,,,,,7,,23,13,20,,,,32,33,,,,,,25,,,,,,,,,,18,,,,,,23,,,9,22,,,,,,,,19,,,,,,,,,,,,,,,,3,26,,,100,,,6,,,6,33,,,,,,,94,31,,,,,,,12,49,30,35,2,29,84,,,,,95,,,,42,,,,,,,,8,71,13,,,,2,,,,,,,,,31,,,,,,15,,18,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,27,,,,,,,,,,,,,,,13,,84,,,,,,22,33,22,,,93,25,9,34,,,,,29,,,,24,,,,,,,5,,,,33,,,,2,,,,,,,,,,,,,13,,,,,,,7,,,,,,39,28,,,,,,,,35,,,,,54,33,12,,27,,83,
247,,,49,,,23,,,,,,,,,,,21,,,,,,2,,,,,,,,,23,,,,,,,,,45,18,,,,,34,,,,,74,,,,,,19,89,,,,,2,27,,,,,,,34,33,,,,,,11,,,,,,,,,45,,16,,,,62,,34,,,32,,40,,,,,,33,,,,,,,25,80,,61,,,,,,,,,,,,13,,26,36,,,,,,,,,,,,13,,,75,,59,,,,,100,,,,,,,,,17,16,,,,,,76,,21,81,,,,,,,,,,18,37,,,,12,8,,,,,,36,,,,24,,,,,,,,10,,,69,,65,,,80,,25,,,,,,,51,,,,33,,,,,,,,7,,,1,29,,,,24,,15,,,45,23,,,,,,,,8,,6,,7,,,,,,9,,,,,43,,,,,,15,,,,,,,,41,,,,11,,1,,,,,31,,,16,,,,,,,,,,,9,,,,,,11,5,28,,,7,,,,,,31,28,,,,7,,5,,,,,,,,,,,,,,,,,4,,,,,,,,6,,,,,,28,,22,,32,,35,,,,,,,,28,,2,,29,,,35,,,,,,,,,35,,99,
248,15,,,,,,,,,,,,,,,,31,,1,,,,,,,96,,,,,26,,,,,,28,88,,,,,,30,,,,,,,,,,,,,5,37,,,,,,10,3,,,,,35,44,20,16,,,,,,27,,,20,21,,,28,,,,38,,,,,,,,,1,,,,59,,,,27,,,46,,,40,,37,,,,,,65,38,,83,,,,,15,,,,,,4,4,29,,,,88,,,,,,37,,,25,97,,,,,,,,,,,,,12,,,,93,,,,1,,,,,82,,,,,,35,,79,,,,38,,,,98,,,,,48,,,,36,,,,,22,,59,91,86,,,5,,5,,30,,,,,20,,,,31,26,,,,,,,,,,,35,,,,32,,,,,,,,,,,,15,,,,,,41,2,,20,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,28,,,,,,,90,,,,36,,,,,,29,,12,31,,90,,,32,,25,,,,,,,97,9,3,,25,,,,,,,,15,,,,,,,,,,26,,,,,18,,,,,,,15,,,,,,,,,,,,,,,,75,,20,,7,,,58,,,,23,,,,,,,5,,23,,72,
249,,37,,,,,96,,,,,,,,81,,32,88,,63,,31,,,87,,,,,36,,,,60,,,,10,25,,,27,,,,,23,,,,,,95,,,,29,31,,,2,,,,34,,,,57,38,,,16,18,,,85,,,,,19,,,13,22,,,,,,,,,,20,,27,8,,,,,,,,30,,10,42,,,,10,,,,34,,,97,,,,89,,,,36,,26,3,,,,,16,,,,,,,25,,34,,,,,,,21,,,,,,,,,,11,,,,,,27,,,21,,,,,,,,,,,22,,52,,,,4,,,,,72,,,,,,,,,,38,,,36,,,,,,,,,,21,6,,74,,24,,,,,,,,,,,,,,,37,,,27,,,19,90,,,36,,,28,,20,,,29,,,9,,10,,25,,36,24,39,98,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,25,,33,,,8,,,,18,37,,,4,,14,,,,,6,,33,,,,26,,15,,,22,,,,,,,,25,,,,,,,,,,,,,,29,,,,,,38,,,,,,14,,,,48,,,,,23,,,,,,,,,,,,,,48,,,,
250,,,,16,,9,,,,,,,,,,,23,43,,,,,,,,,,,,,,21,,38,,,2,,,,,5,,,,,12,,,,,,,,,,26,28,,,,,,,13,,,,,,,33,8,,,,,29,,,,,22,,,,77,,,,,,,,,,,,,,,29,,,15,,6,,8,,,28,,,,,,,,,,,,,,,,,,,,32,,,10,,4,,,,,,,5,,34,,,,,,,,,,,,63,,,,,,24,,,,,,,,,,21,,,,63,,,,,35,,,,,,,,62,,,,6,,,,,84,,,,,,,,,,,38,,,2,,,16,3,3,,,,,,,,,38,,,,,,,,14,,,,8,,,13,,,,9,,,,,,,,,,,,,38,,,,21,,36,76,,30,,,,4,,,,,36,23,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,9,,24,1,,,,,35,,29,,,,,,,,,2,,31,,21,,,3,,,31,,,,,,,,,,,,,,34,16,,,,,,,24,,,,,,,83,,,,,37,,,,,,,21,,,,,,,,33,,,,,,,3,,27,,,20
251,,,25,,,29,,,,,,,,,,,6,,,,,,,,,,,,,,25,,,40,,1,,,,,,,,,,,,,,,,,,,,,,4,,,2,7,,,,,33,,,28,,30,,,,,,,3,,,,,,,14,,2,,,,,,,,,,51,10,10,,,7,,,,,,,,,,,,,,,35,,,,38,,,,,,,33,,,23,,,7,,34,,,,,,,15,,13,,,,,,,,,,,,,,,,,30,,,,,83,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,25,15,,,,76,3,,,,,11,,,,,,,,,20,,,30,,,,,,8,,,,,,,,,,,,,,10,,5,,,,36,,,36,,,,,,,,,,18,,,,,,,,,,,59,10,,2,,,,,,,,,,24,2,,,,,,,,10,32,,,,39,,,14,36,,24,,,31,,,,,,,,6,,,,,,,,,,8,,,,,11,,,,,,,,22,36,,,,,,,37,,,,,,59,,4,,,60,,,5,29,23,89,,,,,,14,,,,,,,,,,,,
